,Date,Month,Locality,Site,Bar,Station,Counter,Quadrat_ID,Live_Dead,Size,Count,Treatment,Location,Substation,Year,Epoch,NewStation
83,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,D,24,1,control,NA,CRI1,2010,1,CRI1
84,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,D,39.9,1,control,NA,CRI1,2010,1,CRI1
85,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,32,1,control,NA,CRI1,2010,1,CRI1
86,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,37.4,1,control,NA,CRI1,2010,1,CRI1
87,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,22.5,1,control,NA,CRI1,2010,1,CRI1
88,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,29.2,1,control,NA,CRI1,2010,1,CRI1
89,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,49.2,1,control,NA,CRI1,2010,1,CRI1
90,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,55.4,1,control,NA,CRI1,2010,1,CRI1
91,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,50.7,1,control,NA,CRI1,2010,1,CRI1
92,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,70,1,control,NA,CRI1,2010,1,CRI1
93,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,43.6,1,control,NA,CRI1,2010,1,CRI1
94,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,42,1,control,NA,CRI1,2010,1,CRI1
95,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,32,1,control,NA,CRI1,2010,1,CRI1
96,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_02,L,56,1,control,NA,CRI1,2010,1,CRI1
97,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_03,D,NA,2,control,NA,CRI1,2010,1,CRI1
98,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_03,L,NA,13,control,NA,CRI1,2010,1,CRI1
99,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_04,D,NA,0,control,NA,CRI1,2010,1,CRI1
100,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_04,L,NA,0,control,NA,CRI1,2010,1,CRI1
101,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,D,40.5,1,control,NA,CRI1,2010,1,CRI1
102,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,D,43.1,1,control,NA,CRI1,2010,1,CRI1
103,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,D,41.5,1,control,NA,CRI1,2010,1,CRI1
104,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,D,48.5,1,control,NA,CRI1,2010,1,CRI1
105,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,D,48.4,1,control,NA,CRI1,2010,1,CRI1
106,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,D,36.5,1,control,NA,CRI1,2010,1,CRI1
107,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,D,51.4,1,control,NA,CRI1,2010,1,CRI1
108,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,D,42.9,1,control,NA,CRI1,2010,1,CRI1
109,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,D,45.6,1,control,NA,CRI1,2010,1,CRI1
110,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,41.1,1,control,NA,CRI1,2010,1,CRI1
111,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,43.5,1,control,NA,CRI1,2010,1,CRI1
112,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,27.8,1,control,NA,CRI1,2010,1,CRI1
113,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,47,1,control,NA,CRI1,2010,1,CRI1
114,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,29.2,1,control,NA,CRI1,2010,1,CRI1
115,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,60.8,1,control,NA,CRI1,2010,1,CRI1
116,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,42.6,1,control,NA,CRI1,2010,1,CRI1
117,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,39.1,1,control,NA,CRI1,2010,1,CRI1
118,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,54,1,control,NA,CRI1,2010,1,CRI1
119,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,32.7,1,control,NA,CRI1,2010,1,CRI1
120,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,41.6,1,control,NA,CRI1,2010,1,CRI1
121,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_05,L,30.4,1,control,NA,CRI1,2010,1,CRI1
122,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_06,D,NA,6,control,NA,CRI1,2010,1,CRI1
123,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_06,L,NA,5,control,NA,CRI1,2010,1,CRI1
124,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_07,D,NA,4,control,NA,CRI1,2010,1,CRI1
125,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_07,L,NA,89,control,NA,CRI1,2010,1,CRI1
126,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,D,54.8,1,control,NA,CRI1,2010,1,CRI1
127,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,D,48.9,1,control,NA,CRI1,2010,1,CRI1
128,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,D,20.5,1,control,NA,CRI1,2010,1,CRI1
129,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,D,25.5,1,control,NA,CRI1,2010,1,CRI1
130,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,D,24.6,1,control,NA,CRI1,2010,1,CRI1
131,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,D,50.1,1,control,NA,CRI1,2010,1,CRI1
132,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,D,24.9,1,control,NA,CRI1,2010,1,CRI1
133,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,42.9,1,control,NA,CRI1,2010,1,CRI1
134,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,62.8,1,control,NA,CRI1,2010,1,CRI1
135,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,51.1,1,control,NA,CRI1,2010,1,CRI1
136,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,60.6,1,control,NA,CRI1,2010,1,CRI1
137,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,64,1,control,NA,CRI1,2010,1,CRI1
138,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,31.7,1,control,NA,CRI1,2010,1,CRI1
139,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,43.5,1,control,NA,CRI1,2010,1,CRI1
140,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,52.7,1,control,NA,CRI1,2010,1,CRI1
141,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,49,1,control,NA,CRI1,2010,1,CRI1
142,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,45,1,control,NA,CRI1,2010,1,CRI1
143,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,48.8,1,control,NA,CRI1,2010,1,CRI1
144,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,54.1,1,control,NA,CRI1,2010,1,CRI1
145,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,51,1,control,NA,CRI1,2010,1,CRI1
146,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,49.8,1,control,NA,CRI1,2010,1,CRI1
147,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,60.6,1,control,NA,CRI1,2010,1,CRI1
148,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,55.4,1,control,NA,CRI1,2010,1,CRI1
149,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,28.6,1,control,NA,CRI1,2010,1,CRI1
150,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,64.4,1,control,NA,CRI1,2010,1,CRI1
151,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,37,1,control,NA,CRI1,2010,1,CRI1
152,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,50,1,control,NA,CRI1,2010,1,CRI1
153,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,71.3,1,control,NA,CRI1,2010,1,CRI1
154,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,41,1,control,NA,CRI1,2010,1,CRI1
155,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,24,1,control,NA,CRI1,2010,1,CRI1
156,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,50.7,1,control,NA,CRI1,2010,1,CRI1
157,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,47.4,1,control,NA,CRI1,2010,1,CRI1
158,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,56.6,1,control,NA,CRI1,2010,1,CRI1
159,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_08,L,60,1,control,NA,CRI1,2010,1,CRI1
160,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_09,D,NA,4,control,NA,CRI1,2010,1,CRI1
161,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_09,L,NA,74,control,NA,CRI1,2010,1,CRI1
162,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_10,D,NA,6,control,NA,CRI1,2010,1,CRI1
163,5/24/2010,May,CR,I,1,CRI1,FREDRICK,20100524_CRI1_01_10,L,NA,38,control,NA,CRI1,2010,1,CRI1
164,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,D,54.9,1,control,NA,CRN2,2010,1,CRN2
165,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,D,48,1,control,NA,CRN2,2010,1,CRN2
166,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,D,61.5,1,control,NA,CRN2,2010,1,CRN2
167,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,D,75.6,1,control,NA,CRN2,2010,1,CRN2
168,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,38.4,1,control,NA,CRN2,2010,1,CRN2
169,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,58.6,1,control,NA,CRN2,2010,1,CRN2
170,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,49.2,1,control,NA,CRN2,2010,1,CRN2
171,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,65.6,1,control,NA,CRN2,2010,1,CRN2
172,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,51,1,control,NA,CRN2,2010,1,CRN2
173,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,54.4,1,control,NA,CRN2,2010,1,CRN2
174,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,43.9,1,control,NA,CRN2,2010,1,CRN2
175,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,41.2,1,control,NA,CRN2,2010,1,CRN2
176,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,39.1,1,control,NA,CRN2,2010,1,CRN2
177,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,49.1,1,control,NA,CRN2,2010,1,CRN2
178,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,100.3,1,control,NA,CRN2,2010,1,CRN2
179,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,77.4,1,control,NA,CRN2,2010,1,CRN2
180,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,54,1,control,NA,CRN2,2010,1,CRN2
181,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,63.1,1,control,NA,CRN2,2010,1,CRN2
182,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,85.1,1,control,NA,CRN2,2010,1,CRN2
183,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,69.4,1,control,NA,CRN2,2010,1,CRN2
184,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,39.2,1,control,NA,CRN2,2010,1,CRN2
185,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,44.7,1,control,NA,CRN2,2010,1,CRN2
186,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_01,L,83,1,control,NA,CRN2,2010,1,CRN2
187,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_02,D,24.5,1,control,NA,CRN2,2010,1,CRN2
188,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_02,D,27,1,control,NA,CRN2,2010,1,CRN2
189,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_02,D,26.5,1,control,NA,CRN2,2010,1,CRN2
190,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_02,D,56.9,1,control,NA,CRN2,2010,1,CRN2
191,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_02,D,69.5,1,control,NA,CRN2,2010,1,CRN2
192,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_02,L,72.4,1,control,NA,CRN2,2010,1,CRN2
193,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_02,L,41.5,1,control,NA,CRN2,2010,1,CRN2
194,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_02,L,47.1,1,control,NA,CRN2,2010,1,CRN2
195,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_02,L,47.2,1,control,NA,CRN2,2010,1,CRN2
196,5/24/2010,May,CR,N,2,CRN2,FREDRICK/SEAVY,20100524_CRN2_01_02,L,70.2,1,control,NA,CRN2,2010,1,CRN2
